input,sec,interval,sum,value,slope
Table,0,10,0,0.07083715,-0.0004584299999999958
Table,3,10,0,0.07040071,-0.000010430000000005712
Table,6,10,0,0.07036253,-0.00004939000000001026
Table,9,10,0,0.07037872,0.00004756999999999678
Table,12,10,0,0.07039028,-0.00009538600000000286
Table,15,10,0.0000898100000000096,0.07031314,-0.0000022100000000024878
Table,18,10,0.000738805000000009,0.07042629,-0.00019634999999999792
Table,21,10,0.00109025900000001,0.070294894,0.00004887600000000325
Table,24,10,0.001031036000000013,0.07031093,0.00023728400000000427
Table,27,10,0.0007700460000000103,0.07022994,0.0004526450000000015
Table,30,10,0.0003498160000000028,0.07034377,0.0004003300000000043
Table,33,10,0.00018453999999999693,0.070548214,0.00017806100000000713
Table,36,10,0,0.070682585,0.0001916549999999989
Table,39,10,0,0.0707441,-0.00001990000000000325
Table,42,10,0,0.070726275,0.000012785000000001268
Table,45,10,0,0.07087424,-0.00022833400000001058
Table,48,10,0,0.0707242,-0.000027139999999994946
Table,51,10,0,0.07073906,-0.00011220500000000411
Table,54,10,0.0000186590000000042,0.070645906,-0.00004118599999999861
Table,57,10,0.0002598930000000249,0.07069706,-0.00011926000000000991
Table,60,10,0.0003536980000000134,0.070626855,0.00004286500000000304
Table,63,10,0.0002921399999999963,0.07060472,0.00009505400000001107
Table,66,10,0.00026997199999997945,0.0705778,0.0001219740000000108
Table,69,10,0.000038781999999987216,0.07066972,0.00013666999999999152
Table,72,10,0,0.070699774,0.000033495999999993975
Table,75,10,0,0.070699774,0.00009980599999999396
Table,78,10,0.000013625000000003218,0.07080639,-0.00009452000000000071
Table,81,10,0.0008409949999999972,0.07073327,-0.00003696999999999728
Table,84,10,0.001957925000000013,0.07079958,-0.0000728350000000072
Table,87,10,0.0028632350000000056,0.07071187,0.0001234300000000077
Table,90,10,0.0020897250000000145,0.0706963,0.0007903999999999967
Table,93,10,0.0004646900000000037,0.070726745,0.0010440950000000088
Table,96,10,0,0.0708353,0.0010287400000000002
Table,99,10,0,0.0714867,0.000016890000000005512
Table,102,10,0,0.07177084,-0.000580940000000002
Table,105,10,0,0.07186404,-0.0009247750000000027
Table,108,10,0,0.07150359,-0.0005430000000000018
Table,111,10,0,0.0711899,-0.00035909000000000635
Table,114,10,0,0.070939265,-0.00012086499999999778
Table,117,10,0,0.07096059,-0.00023412999999999906
Table,120,10,0,0.07083081,-0.0001731399999999883
Table,123,10,0.00005437099999998363,0.0708184,-0.0002422759999999996
Table,126,10,0.00002036099999999652,0.07072646,-0.000050080000000007896
Table,129,10,0,0.07065767,0.00004262499999999059
Table,132,10,0,0.070576124,0.00006182600000000094
Table,135,10,0,0.07067638,-0.000084089999999995
Table,138,10,0,0.070700295,-0.000043719999999997095
Table,141,10,0,0.07063795,-0.000060700000000010745
Table,144,10,0.00012529000000000012,0.07059229,-0.00012969999999999648
Table,147,10,0.00045479499999999395,0.070656575,-0.00013101499999999822
Table,150,10,0.0004650449999999834,0.07057725,0.000025845000000010443
Table,153,10,0.0000658750000000069,0.07046259,0.0002304599999999879
