input,sec,interval,sum,value,slope
Table,0,10,0.00010887500000000827,0.072535746,-0.00036092100000000016
Table,3,10,0.00017531499999999534,0.07212073,0.000027615000000008605
Table,6,10,0.00014038500000000675,0.07201514,0.00008612499999999246
Table,9,10,0.00005480999999998848,0.072174825,-0.000004864999999992792
Table,12,10,0,0.072148345,0.00009405499999999567
Table,15,10,0.0003158139999999837,0.072101265,0.000051195000000003876
Table,18,10,0.0009671740000000012,0.07216996,-0.00009044000000001107
Table,21,10,0.0015411739999999924,0.0722424,-0.00008057999999999677
Table,24,10,0.00109492600000001,0.07215246,0.00048683399999999155
Table,27,10,0.0006650960000000039,0.07207952,0.0005609200000000064
Table,30,10,0.00020183600000001078,0.07216182,0.0004934199999999944
Table,33,10,0.0002135899999999996,0.072639294,0.000040586000000009115
Table,36,10,0.0001004699999999914,0.07264044,0.00013109000000000037
Table,39,10,0.00023120999999999559,0.07265524,0.000030160000000001297
Table,42,10,0.0001831439999999962,0.07267988,0.000052339999999997944
Table,45,10,0,0.07277153,0.00001796999999999216
Table,48,10,0,0.0726854,0.00016090000000000548
Table,51,10,0,0.07273222,0.000004273999999998557
Table,54,10,0,0.0727895,-0.0001940499999999873
Table,57,10,0.00028091599999999217,0.0728463,-0.0001942699999999964
Table,60,10,0.0004957199999999773,0.072736494,-0.000048893999999993776
Table,63,10,0.0003478499999999829,0.07259545,0.000175179999999997
Table,66,10,0.0002447149999999926,0.07265203,0.00015462999999998894
Table,69,10,0,0.0726876,0.00016590999999999134
Table,72,10,0,0.07277063,0.00002731000000000261
Table,75,10,0,0.07280666,0.000051494999999998625
Table,78,10,0.0002529530000000141,0.07285351,-0.00010256000000000154
Table,81,10,0.0016742630000000092,0.07279794,-0.00011719000000000313
Table,84,10,0.003445154000000006,0.072858155,-0.00012008099999999411
Table,87,10,0.004228211999999995,0.07275095,0.0004902240000000113
Table,90,10,0.0032174520000000095,0.07268075,0.001304119999999992
Table,93,10,0.0011284680000000075,0.072738074,0.0016508100000000026
Table,96,10,0,0.073241174,0.0012732820000000006
Table,99,10,0,0.07398487,0.0002933600000000064
Table,102,10,0,0.074388884,-0.0004381739999999995
Table,105,10,0,0.074514456,-0.0009487060000000075
Table,108,10,0,0.07427823,-0.0009133199999999952
Table,111,10,0,0.07395071,-0.0006467799999999996
