input,sec,interval,sum,value,slope
Table,0,10,0.0002891399999999933,0.07442517,-0.0006649199999999994
Table,3,10,0.0003433000000000047,0.0740174,-0.00005389000000000088
Table,6,10,0.00006821500000001035,0.07385028,0.00017644999999999467
Table,9,10,0,0.07376025,0.0001665799999999995
Table,12,10,0.00011408499999999988,0.07396351,2.700000000105396e-7
Table,15,10,0.0005628349999999976,0.07402673,-0.0000986349999999997
Table,18,10,0.0008911249999999926,0.07392683,0.00007928000000000102
Table,21,10,0.0010969209999999868,0.07396378,0.00013343999999999856
Table,24,10,0.0008351159999999969,0.073928095,0.00035011499999999807
Table,27,10,0.0004204559999999996,0.07400611,0.000407569999999996
Table,30,10,0,0.07409722,0.00033923599999999277
Table,33,10,0,0.07427821,0.0000883100000000081
Table,36,10,0,0.07441368,-0.000007090000000001262
Table,39,10,0.0000013449999999998186,0.074436456,-0.00009036099999999714
Table,42,10,0,0.07436652,0.00006725999999999954
Table,45,10,0,0.07440659,-0.00006979000000000013
Table,48,10,0,0.074346095,0.000003875000000000406
Table,51,10,0,0.07443378,-0.00022599000000000924
Table,54,10,0,0.0743368,-0.000007654999999995304
Table,57,10,0,0.07434997,0.00004262400000000499
Table,60,10,0,0.07420779,-0.00013205399999999257
Table,63,10,0.00016572999999997506,0.074329145,-0.000147284999999997
Table,66,10,0.00034189399999999537,0.074392594,-0.00013623400000001284
Table,69,10,0.00021177999999999475,0.074075736,0.00018968399999999552
Table,72,10,0.0000954500000000108,0.07418186,0.00011227999999999239
Table,75,10,0,0.07425636,0.00003993000000000746
Table,78,10,0,0.07426542,0.000059569999999994905
Table,81,10,0,0.07429414,-0.00000404999999999156
Table,84,10,0.000008534000000004482,0.07429629,-0.00008861999999999759
Table,87,10,0,0.07432499,-0.000059529999999988203
Table,90,10,0,0.07429009,0.000046013999999997
Table,93,10,0,0.07420767,0.000022049999999995684
Table,96,10,0,0.07426546,-0.0002047000000000021
Table,99,10,0.00030988499999999586,0.074336104,-0.0002737490000000037
Table,102,10,0.00027398999999998785,0.07422972,-0.000024689999999993884
Table,105,10,0.00002319000000000626,0.07406076,0.0002198299999999903
Table,108,10,0,0.074062355,0.00011474499999999943
Table,111,10,0,0.07420503,-0.00006058500000000189
Table,114,10,0,0.07428059,-0.00003096999999999128
