timestamp,value,status
2023-05-11T06:34:36.000,0.063516594,ok
2023-05-11T06:34:37.000,0.06347753,ok
2023-05-11T06:34:38.000,0.06320409,ok
2023-05-11T06:34:39.000,0.063282214,ok
2023-05-11T06:34:40.000,0.06332128,ok
2023-05-11T06:34:41.000,0.06332128,ok
2023-05-11T06:34:42.000,0.06336034,ok
2023-05-11T06:34:43.000,0.06336034,ok
2023-05-11T06:34:44.000,0.06336034,ok
2023-05-11T06:34:45.000,0.063399404,ok
2023-05-11T06:34:46.000,0.06332128,ok
2023-05-11T06:34:47.000,0.06343847,ok
2023-05-11T06:34:48.000,0.06336034,ok
2023-05-11T06:34:49.000,0.06347753,ok
2023-05-11T06:34:50.000,0.063399404,ok
2023-05-11T06:34:51.000,0.06343847,ok
2023-05-11T06:34:52.000,0.06343847,ok
2023-05-11T06:34:53.000,0.063399404,ok
2023-05-11T06:34:54.000,0.06336034,ok
2023-05-11T06:34:55.000,0.063399404,ok
2023-05-11T06:34:56.000,0.06336034,ok
2023-05-11T06:34:57.000,0.06336034,ok
2023-05-11T06:34:58.000,0.063399404,ok
2023-05-11T06:34:59.000,0.063399404,ok
2023-05-11T06:35:00.000,0.06343847,ok
2023-05-11T06:35:01.000,0.063399404,ok
2023-05-11T06:35:02.000,0.06343847,ok
2023-05-11T06:35:03.000,0.063399404,ok
2023-05-11T06:35:04.000,0.06343847,ok
2023-05-11T06:35:05.000,0.06347753,ok
2023-05-11T06:35:06.000,0.063399404,ok
2023-05-11T06:35:07.000,0.063516594,ok
2023-05-11T06:35:08.000,0.06379004,ok
2023-05-11T06:35:09.000,0.06379004,ok
2023-05-11T06:35:10.000,0.063750975,ok
2023-05-11T06:35:11.000,0.06371191,ok
2023-05-11T06:35:12.000,0.06367285,ok
2023-05-11T06:35:13.000,0.063633785,ok
2023-05-11T06:35:14.000,0.06371191,ok
2023-05-11T06:35:15.000,0.063633785,ok
2023-05-11T06:35:16.000,0.063633785,ok
2023-05-11T06:35:17.000,0.063633785,ok
2023-05-11T06:35:18.000,0.06367285,ok
2023-05-11T06:35:19.000,0.063633785,ok
2023-05-11T06:35:20.000,0.063516594,ok
2023-05-11T06:35:21.000,0.063633785,ok
2023-05-11T06:35:22.000,0.06359472,ok
2023-05-11T06:35:23.000,0.063516594,ok
2023-05-11T06:35:24.000,0.063516594,ok
2023-05-11T06:35:25.000,0.06347753,ok
2023-05-11T06:35:26.000,0.06347753,ok
2023-05-11T06:35:27.000,0.063399404,ok
2023-05-11T06:35:28.000,0.06343847,ok
2023-05-11T06:35:29.000,0.063516594,ok
2023-05-11T06:35:30.000,0.06347753,ok
2023-05-11T06:35:31.000,0.06347753,ok
2023-05-11T06:35:32.000,0.06355566,ok
2023-05-11T06:35:33.000,0.06347753,ok
2023-05-11T06:35:34.000,0.06347753,ok
2023-05-11T06:35:35.000,0.06343847,ok
2023-05-11T06:35:36.000,0.063516594,ok
2023-05-11T06:35:37.000,0.06343847,ok
2023-05-11T06:35:38.000,0.063399404,ok
2023-05-11T06:35:39.000,0.06347753,ok
2023-05-11T06:35:40.000,0.06347753,ok
2023-05-11T06:35:41.000,0.063399404,ok
2023-05-11T06:35:42.000,0.063399404,ok
2023-05-11T06:35:43.000,0.06347753,ok
2023-05-11T06:35:44.000,0.06347753,ok
2023-05-11T06:35:45.000,0.06343847,ok
2023-05-11T06:35:46.000,0.06343847,ok
2023-05-11T06:35:47.000,0.06347753,ok
2023-05-11T06:35:48.000,0.06343847,ok
2023-05-11T06:35:49.000,0.063399404,ok
2023-05-11T06:35:50.000,0.06343847,ok
2023-05-11T06:35:51.000,0.063399404,ok
2023-05-11T06:35:52.000,0.063399404,ok
2023-05-11T06:35:53.000,0.06343847,ok
2023-05-11T06:35:54.000,0.06343847,ok
2023-05-11T06:35:55.000,0.063399404,ok
2023-05-11T06:35:56.000,0.06343847,ok
2023-05-11T06:35:57.000,0.06336034,ok
2023-05-11T06:35:58.000,0.063399404,ok
2023-05-11T06:35:59.000,0.063399404,ok
2023-05-11T06:36:00.000,0.063399404,ok
2023-05-11T06:36:01.000,0.06336034,ok
2023-05-11T06:36:02.000,0.063399404,ok
